username,title,subscribers,avg_views,avg_reactions,avg_comments,avg_forwards,posts_per_day,has_linked_chat,err,reach,bot_ratio,detected_category,preliminary_score,health_score
@crypto_core_1805,Bright Crypto,7375,2179,38,0,13,1.56,False,3.17,29.55,0.063,crypto,57,54.9
@gaming_quiet_1806,Vivid Arena,3043,755,13,3,4,2.21,True,2.7,24.82,0.0,gaming,65,65.0
@entertainment_neon_1807,Quiet Vibes,1005,300,6,0,1,3.23,False,3.35,29.91,0.095,entertainment,50,47.2
@education_daily_1808,Neon Lessons,3577,1606,12,4,4,2.24,True,1.37,44.92,0.042,education,65,63.4
@entertainment_quiet_1809,Urban Memes,4975,920,36,0,7,1.77,False,5.7,18.51,0.088,entertainment,55,52.1
@health_open_1810,Smart Care,22007,8594,147,0,50,1.37,False,2.7,39.06,0.044,health,65,63.3
@gaming_global_1811,Neon Quest,1103,411,11,2,2,0.98,True,4.82,37.31,0.066,gaming,65,62.4
@gaming_neon_1812,Vivid Arena,37787,10643,57,20,14,0.83,True,0.78,28.17,0.0,gaming,65,65.0
@health_bright_1813,Urban Health,698,242,9,0,3,0.06,False,5.96,34.74,0.045,health,47,45.7
@sports_daily_1814,Neon Match,939,62,1,0,0,0.84,False,3.1,6.67,0.591,sports,35.34,22.8
@education_peak_1815,Smart Lessons,127882,34848,865,0,230,2.66,False,3.74,27.25,0.064,education,65,62.5
@tech_insider_1816,Global AI,8781,2192,12,0,5,1.1,False,1.05,24.97,0.021,tech,52,51.3
@news_open_1817,Quiet Report,609,220,0,0,0,2.39,False,0.75,36.22,0.095,news,47,44.3
@news_global_1818,Vivid News,2253,775,1,0,0,2.5,False,0.39,34.42,0.071,news,47.8,45.8
@anime_neon_1819,Vivid Otaku,1523,358,7,1,2,2.38,True,3.16,23.52,0.063,anime,65,62.5
@music_global_1820,Global Music,1178,448,8,2,1,3.23,True,3.21,38.05,0.073,music,65,62.1
@music_daily_1821,Smart Tracks,23451,6035,78,0,16,4.26,False,2.11,25.74,0.024,music,55,54.2
@tech_insider_1822,Global AI,174,70,0,0,0,2.06,True,1.91,40.41,0.069,tech,52,49.9
@news_neon_1823,Smart News,26283,10105,90,0,35,0.83,False,1.44,38.45,0.021,news,55,54.3
@gaming_insider_1824,Global Quest,1054,604,24,0,7,0.2,False,5.98,57.36,0.032,gaming,60,58.9
@news_neon_1825,Core Report,13672,2123,35,0,9,1.42,False,2.74,15.53,0.129,news,55,50.7
@lifestyle_quiet_1826,Urban Travel,4347,1816,40,0,10,0.15,False,3.28,41.79,0.143,lifestyle,45,41.1
@crypto_global_1827,Quiet Coins,107533,3748,46,14,12,29.0,True,2.03,3.49,0.43,crypto,56.74,42.1
@politics_open_1828,Insider Policy,4872,1394,20,4,7,35.0,True,2.55,28.62,0.123,politics,50,46.3
@politics_daily_1829,Smart Policy,11920,2750,75,12,26,1.21,True,4.04,23.07,0.0,politics,80,80.0
@crypto_daily_1830,Bright Crypto,30579,9355,217,29,67,2.31,True,3.13,30.59,0.036,crypto,85,83.1
@music_bright_1831,Core Tracks,3743,1849,60,0,16,2.22,False,4.74,49.43,0.041,music,60,58.5
@education_nova_1832,Insider Learn,165,46,0,0,0,0.2,True,1.78,28.05,0.078,education,37,35.3
@crypto_daily_1833,Nova Crypto,36229,10295,102,32,20,3.31,True,1.5,28.42,0.069,crypto,70,67.1
@gaming_neon_1834,Open Games,2271,261,6,0,2,3.4,False,4.3,11.5,0.0,gaming,45,45.0
@news_alpha_1835,Peak Report,1367,455,19,4,6,2.6,True,6.05,33.35,0.013,news,75,74.4
@music_peak_1836,Smart Sound,1342,388,16,3,4,1.57,True,6.13,28.93,0.058,music,70,67.6
@education_quiet_1837,Prime Lessons,10093,2130,50,0,19,3.25,False,3.76,21.11,0.055,education,55,53.2
@entertainment_smart_1838,Prime Vibes,279,93,1,0,0,0.08,True,2.32,33.67,0.054,entertainment,42,40.6
@education_daily_1839,Quiet Learn,3165,708,11,4,4,2.21,True,2.64,22.38,0.103,education,65,61.0
@entertainment_prime_1840,Open Vibes,3452,647,10,0,2,3.44,False,2.79,18.75,0.118,entertainment,45,41.8
@lifestyle_bright_1841,Smart Travel,285,82,1,0,0,0.29,True,2.65,28.9,0.0,lifestyle,42,42.0
@business_prime_1842,Vivid Market,8941,2021,65,0,16,1.11,False,5.26,22.61,0.032,business,62,60.8
@education_alpha_1843,Daily Academy,3926,1974,20,0,3,1.46,False,1.62,50.29,0.065,education,60,57.7
@lifestyle_smart_1844,Smart Home,17586,5466,22,0,5,2.72,False,0.56,31.09,0.119,lifestyle,55,51.1
@anime_smart_1845,Alpha Manga,587,181,2,0,0,2.28,True,2.13,30.93,0.052,anime,57,55.2
@education_neon_1846,Urban Course,1158,538,17,4,5,0.71,True,5.76,46.5,0.021,education,70,69.1
@gaming_neon_1847,Urban Quest,33584,5439,127,53,34,3.08,True,3.99,16.2,0.032,gaming,70,68.7
@news_nova_1848,Open Digest,63317,10896,251,78,85,4.32,True,3.31,17.21,0.006,news,72,71.8
@crypto_smart_1849,Quiet Chain,563,280,2,0,0,1.51,False,1.37,49.84,0.043,crypto,52,50.6
@news_neon_1850,Insider Report,65532,21759,207,0,51,0.88,False,1.47,33.2,0.045,news,57,55.4
@crypto_nova_1851,Peak Chain,1501,147,0,0,0,2.22,False,0.72,9.84,0.785,crypto,34.92,18.5
@education_quiet_1852,Alpha Lessons,3135,830,32,0,8,2.06,False,5.85,26.5,0.0,education,60,60.0
@crypto_nova_1853,Daily Chain,9838,312,2,0,0,2.15,False,1.06,3.18,0.641,crypto,38.59,23.7
@music_prime_1854,Daily Music,7630,1485,26,0,6,1.35,False,2.5,19.48,0.012,music,52,51.6
@business_neon_1855,Bright Ventures,1389,574,17,5,4,1.76,True,4.09,41.33,0.051,business,70,67.9
@news_peak_1856,Peak News,1732,320,0,0,0,0.13,False,0.05,18.52,0.078,news,16.0,15.3
@news_prime_1857,Smart Report,2691,649,22,0,4,1.54,False,5.25,24.12,0.05,news,60,58.2
@business_insider_1858,Core Capital,4318,1435,36,10,5,1.0,True,3.44,33.25,0.076,business,75,71.6
@tech_smart_1859,Open Tech,4808,659,13,0,2,3.6,False,2.95,13.71,0.081,tech,45,42.8
@tech_alpha_1860,Global AI,6410,1889,4,0,0,0.27,False,0.38,29.48,0.168,tech,34.6,31.1
@crypto_alpha_1861,Vivid Coins,814,193,3,0,1,3.41,True,2.84,23.78,0.061,crypto,47,45.3
@gaming_bright_1862,Smart Esports,2726,1081,17,0,5,0.14,False,2.13,39.68,0.111,gaming,45,42.0
@politics_bright_1863,Neon Policy,2821,974,28,0,7,2.99,False,4.52,34.55,0.0,politics,60,60.0
@news_daily_1864,Daily News,2179,620,44,13,13,2.94,True,10.25,28.49,0.0,news,80,80.0
@politics_nova_1865,Peak Debate,2366,863,22,0,5,2.06,False,3.59,36.48,0.017,politics,60,59.4
@sports_quiet_1866,Global Sports,862,345,0,0,0,1.31,False,0.51,40.13,0.0,sports,47,47.0
@anime_core_1867,Bright Otaku,349,123,4,0,1,2.11,True,5.45,35.52,0.101,anime,62,58.2
@news_bright_1868,Neon News,3173,1309,6,0,1,1.53,False,0.79,41.27,0.063,news,50,48.1
@health_neon_1869,Core Wellness,13478,3832,146,24,48,2.81,True,5.1,28.44,0.072,health,85,81.3
@music_smart_1870,Global Tracks,583,215,8,0,2,4.4,False,6.29,36.95,0.0,music,57,57.0
@politics_open_1871,Neon Forum,2513,969,22,0,6,0.15,False,3.9,38.58,0.067,politics,45,43.2
@tech_neon_1872,Neon Tech,2262,167,0,0,0,0.69,True,0.81,7.4,0.567,tech,28.7,18.9
@tech_nova_1873,Urban Tech,6088,849,3,0,0,0.2,False,0.58,13.95,0.624,tech,32,20.0
@business_quiet_1874,Vivid Capital,4224,1642,43,0,13,2.51,False,4.05,38.89,0.115,business,60,55.9
@gaming_daily_1875,Alpha Quest,1843,676,21,5,4,1.19,True,4.62,36.71,0.097,gaming,70,65.9
@business_nova_1876,Insider Capital,3407,1114,22,7,4,30.7,True,3.16,32.71,0.006,business,60,59.8
@politics_insider_1877,Peak Debate,6057,2796,39,7,8,2.13,True,1.93,46.17,0.06,politics,72,69.4
@politics_insider_1878,Quiet Forum,412,177,3,1,0,21.1,True,3.67,43.15,0.0,politics,52,52.0
@music_neon_1879,Open Sound,2814,894,14,3,4,0.08,True,2.24,31.8,0.042,music,55,53.6
@anime_prime_1880,Global Otaku,12711,3638,72,0,12,3.31,False,3.23,28.62,0.055,anime,55,53.2
@gaming_bright_1881,Core Arena,2890,809,3,0,0,3.59,False,0.6,28.0,0.021,gaming,40,39.5
@gacha_smart_1882,Core Club,915,269,8,3,3,0.27,True,5.12,29.45,0.093,gacha,57,53.8
@business_alpha_1883,Bright Market,1000,480,8,2,3,0.13,True,2.8,48.06,0.065,business,55,52.9
@crypto_urban_1884,Global Chain,7291,1312,28,0,10,1.16,False,3.38,18.0,0.035,crypto,52,50.9
@crypto_open_1885,Core Coins,5313,1347,27,7,6,0.18,True,3.4,25.35,0.057,crypto,57,55.0
@health_core_1886,Global Care,2793,861,19,0,6,0.19,False,3.38,30.83,0.021,health,45,44.4
@lifestyle_core_1887,Core Living,14755,4483,77,0,20,0.66,False,2.93,30.38,0.094,lifestyle,60,56.6
@tech_neon_1888,Bright Code,7774,3201,38,0,12,16.2,False,2.01,41.18,0.107,tech,47,44.0
@tech_bright_1889,Neon AI,2584,208,1,0,0,2.51,False,1.03,8.05,0.532,tech,39.03,26.6
@sports_global_1890,Vivid League,8315,238,0,0,0,2.5,False,0.33,2.87,0.402,sports,30.04,22.8
@news_bright_1891,Peak News,1130,357,16,3,4,3.02,True,7.1,31.61,0.036,news,70,68.5
@gaming_open_1892,Alpha Esports,1463,364,8,1,1,0.13,True,3.72,24.9,0.0,gaming,50,50.0
@sports_nova_1893,Vivid Arena,4606,1337,54,13,10,3.96,True,6.11,29.04,0.012,sports,75,74.4
@health_prime_1894,Global Fit,10550,2920,14,0,3,2.88,False,0.87,27.68,0.096,health,50,47.1
@lifestyle_quiet_1895,Quiet Living,26161,6417,71,0,23,0.2,False,1.64,24.53,0.0,lifestyle,45,45.0
@news_neon_1896,Quiet Wire,6680,2595,55,0,11,35.8,False,2.89,38.85,0.09,news,47,44.5
@music_insider_1897,Daily Music,4419,1404,30,8,7,0.2,True,3.28,31.78,0.019,music,65,64.3
@education_bright_1898,Alpha Academy,21620,7181,110,25,39,1.56,True,2.77,33.22,0.027,education,85,83.6
@business_urban_1899,Urban Market,3793,1410,55,0,19,3.47,False,6.52,37.18,0.058,business,60,57.9
@entertainment_prime_1900,Alpha Fun,21123,4243,182,57,52,1.78,True,6.48,20.09,0.022,entertainment,85,83.9
@crypto_peak_1901,Open Coins,23063,5932,68,0,21,4.2,False,1.96,25.72,0.029,crypto,50,49.1
@news_insider_1902,Urban Report,3606,987,14,0,4,0.7,False,2.22,27.37,0.005,news,50,49.8
@anime_peak_1903,Nova Sakura,7273,2147,69,0,21,1.17,False,5.41,29.53,0.073,anime,62,59.3
@entertainment_bright_1904,Vivid Fun,3679,1230,20,6,5,0.18,True,2.61,33.44,0.112,entertainment,60,56.0
@education_neon_1905,Core Academy,1136,478,5,0,1,1.18,False,1.88,42.15,0.001,education,55,55.0
@entertainment_bright_1906,Vivid Memes,31622,3525,79,0,27,0.2,False,3.19,11.15,0.435,entertainment,45,33.3
@health_neon_1907,Neon Fit,10868,5091,172,0,30,0.15,False,4.51,46.85,0.0,health,50,50.0
@health_nova_1908,Quiet Health,1411,89,1,0,0,0.78,True,1.93,6.38,0.575,health,33.19,21.7
@movies_quiet_1909,Global Screen,7705,2581,37,5,11,2.72,True,2.14,33.5,0.064,movies,72,69.2
@business_core_1910,Quiet Market,15766,5544,156,0,45,0.49,False,3.85,35.17,0.113,business,55,51.3
@business_daily_1911,Global Ventures,31544,5433,96,33,37,0.15,True,3.08,17.22,0.045,business,60,58.4
@education_peak_1912,Open Academy,3297,787,18,0,4,1.68,False,3.3,23.9,0.04,education,55,53.7
@gaming_prime_1913,Smart Games,25619,7239,139,0,24,0.19,False,2.85,28.26,0.077,gaming,45,42.9
@news_quiet_1914,Nova Wire,3525,1028,29,5,5,3.38,True,4.84,29.17,0.055,news,60,58.0
@entertainment_bright_1915,Global Fun,17122,4197,95,25,15,3.33,True,3.49,24.52,0.069,entertainment,75,71.9
@politics_smart_1916,Bright Policy,967,232,8,0,1,1.9,False,5.53,24.0,0.082,politics,57,54.2
@news_nova_1917,Vivid Wire,15641,4817,127,48,49,2.12,True,4.78,30.8,0.01,news,85,84.5
@lifestyle_daily_1918,Neon Living,222,72,1,0,0,0.06,True,3.6,32.86,0.061,lifestyle,42,40.5
@tech_core_1919,Urban Code,83589,11465,231,0,53,1.33,False,3.14,13.72,0.041,tech,57,55.6
@entertainment_smart_1920,Core Memes,3746,881,16,6,4,1.96,True,3.16,23.52,0.066,entertainment,70,67.2
@gaming_bright_1921,Vivid Quest,2052,843,20,3,3,1.53,True,3.24,41.13,0.06,gaming,70,67.5
@music_nova_1922,Prime Tracks,10448,2547,38,7,13,2.53,True,2.24,24.38,0.017,music,75,74.3
@gaming_quiet_1923,Open Games,118,43,1,0,0,0.96,False,4.14,36.79,0.0,gaming,52,52.0
@business_core_1924,Daily Money,14820,2413,90,0,21,0.13,False,5.14,16.29,0.113,business,45,42.0
@tech_insider_1925,Bright Dev,1212,318,6,0,2,0.03,False,3.44,26.3,0.04,tech,40,39.0
@education_alpha_1926,Open Course,53424,10845,49,16,8,1.89,True,0.61,20.3,0.06,education,72,69.4
@news_prime_1927,Urban News,9238,3212,31,5,10,2.18,True,1.45,34.78,0.015,news,67,66.4
@entertainment_daily_1928,Nova Fun,1334,280,3,0,0,3.32,True,1.81,21.0,0.033,entertainment,45,44.1
@tech_daily_1929,Prime Code,37589,8893,115,0,41,1.49,False,2.12,23.66,0.051,tech,60,58.2
@politics_core_1930,Urban Debate,1094,290,2,0,0,3.23,False,1.17,26.54,0.083,politics,45,42.8
@education_peak_1931,Urban Learn,4095,1173,23,0,5,1.33,False,3.52,28.66,0.0,education,55,55.0
@entertainment_bright_1932,Neon Vibes,3460,726,13,0,4,2.2,False,3.09,21.0,0.088,entertainment,55,52.1
@business_vivid_1933,Nova Ventures,6468,1792,36,0,11,0.56,False,3.69,27.71,0.014,business,52,51.6
@sports_open_1934,Open Match,10085,2955,62,14,12,0.82,True,3.05,29.31,0.066,sports,75,72.0
@entertainment_neon_1935,Daily Vibes,6967,469,3,0,1,0.2,False,1.02,6.74,0.351,entertainment,30.37,24.0
@news_open_1936,Open Wire,1284,372,15,0,4,1.37,False,7.24,29.03,0.0,news,60,60.0
@tech_insider_1937,Quiet Dev,4191,1089,49,0,14,1.25,False,6.36,26.0,0.0,tech,60,60.0
@crypto_urban_1938,Bright Coins,3140,1075,55,15,17,2.51,True,7.01,34.26,0.016,crypto,85,84.2
@politics_smart_1939,Quiet Politics,64647,9881,288,0,93,1.15,False,4.63,15.29,0.075,politics,57,54.4
@gaming_daily_1940,Core Games,2171,723,7,0,1,0.84,False,1.35,33.31,0.022,gaming,50,49.3
@music_vivid_1941,Bright Tracks,5162,1630,16,0,6,1.31,False,1.63,31.59,0.075,music,57,54.4
@business_daily_1942,Urban Money,1296,419,6,2,1,2.59,True,2.7,32.38,0.089,business,70,66.3
@health_neon_1943,Open Health,11428,1356,37,8,12,1.72,True,4.26,11.87,0.067,health,70,67.2
@news_neon_1944,Prime Wire,3088,586,23,6,7,0.03,True,6.28,19.0,0.0,news,55,55.0
@news_quiet_1945,Smart Digest,1713,492,9,3,2,1.7,True,3.46,28.74,0.016,news,65,64.4
@gaming_daily_1946,Urban Arena,12441,4856,79,12,23,3.84,True,2.39,39.04,0.001,gaming,80,79.9
@business_urban_1947,Smart Ventures,2392,729,14,0,4,0.19,False,3.04,30.5,0.071,business,45,43.1
@education_alpha_1948,Quiet Academy,408,133,5,0,1,1.56,False,5.48,32.76,0.038,education,62,60.6
@health_prime_1949,Neon Health,2020,176,1,0,0,1.74,False,1.07,8.76,0.736,health,39.38,22.0
@education_urban_1950,Smart Learn,361,158,0,0,0,2.02,True,0.06,43.95,0.116,education,38.2,35.5
@tech_peak_1951,Global Tech,302,133,2,0,0,2.11,False,3.33,44.13,0.0,tech,57,57.0
@gaming_daily_1952,Prime Arena,18545,1974,6,0,1,3.4,False,0.47,10.65,0.801,gaming,39.4,20.5
@business_daily_1953,Peak Market,2230,897,15,3,5,2.6,True,2.62,40.27,0.095,business,70,66.0
@anime_neon_1954,Peak Manga,3933,2248,49,0,17,28.5,False,3.27,57.17,0.0,anime,50,50.0
@entertainment_alpha_1955,Global Memes,25320,4970,77,0,13,1.53,False,2.64,19.63,0.021,entertainment,55,54.3
@news_vivid_1956,Global Digest,100,40,0,0,0,3.43,True,1.85,40.5,0.063,news,47,45.2
@business_neon_1957,Prime Ventures,9508,2597,43,0,7,1.18,False,2.68,27.32,0.05,business,57,55.3
@music_global_1958,Alpha Sound,760,242,9,0,2,2.69,False,6.81,31.97,0.065,music,62,59.6
@entertainment_smart_1959,Nova Fun,5298,900,33,0,9,2.54,False,5.17,16.99,0.0,entertainment,57,57.0
@gaming_vivid_1960,Core Quest,2630,773,13,0,4,3.37,False,2.88,29.41,0.047,gaming,50,48.6
@news_vivid_1961,Neon Report,415,195,0,0,0,2.87,True,0.06,47.2,0.049,news,38.2,37.1
@business_vivid_1962,Smart Market,3232,999,18,0,4,1.04,False,2.72,30.91,0.028,business,60,59.0
@business_peak_1963,Alpha Ventures,1137,449,16,0,5,11.1,False,5.14,39.5,0.039,business,50,48.8
@crypto_open_1964,Prime Crypto,100,26,0,0,0,2.34,True,5.45,26.82,0.147,crypto,57,52.0
@news_peak_1965,Neon Report,12440,4092,44,16,11,1.02,True,1.8,32.9,0.064,news,80,76.9
@sports_daily_1966,Core League,115666,27471,815,140,165,0.62,True,4.19,23.75,0.082,sports,80,76.1
@entertainment_peak_1967,Bright Laughs,944,496,20,5,5,0.82,True,5.66,52.63,0.074,entertainment,72,68.8
@news_core_1968,Peak News,5097,1679,39,6,14,1.06,True,3.87,32.95,0.072,news,77,73.7
@tech_nova_1969,Prime AI,37592,6762,170,30,47,0.2,True,3.5,17.99,0.032,tech,65,63.7
@business_bright_1970,Global Ventures,100,42,1,0,0,2.9,False,3.74,42.79,0.07,business,57,54.6
@entertainment_bright_1971,Vivid Memes,29740,6083,33,0,6,2.04,False,0.81,20.46,0.004,entertainment,50,49.9
@education_daily_1972,Core Lessons,9153,2599,55,0,18,1.88,False,3.59,28.4,0.072,education,57,54.5
@crypto_smart_1973,Open Crypto,626,283,10,3,2,2.7,True,5.55,45.32,0.051,crypto,72,69.8
@news_nova_1974,Prime Report,531,262,11,0,3,0.2,False,6.38,49.47,0.0,news,52,52.0
@news_nova_1975,Peak Wire,100644,21166,6,0,1,0.89,False,0.04,21.03,0.106,news,40.8,38.2
@entertainment_vivid_1976,Bright Vibes,198,60,2,0,0,1.16,False,6.04,30.56,0.033,entertainment,62,60.8
@health_vivid_1977,Global Wellness,15431,503,5,0,1,2.03,False,1.85,3.26,0.374,health,41.63,32.3
@business_bright_1978,Nova Capital,3113,246,1,0,0,0.94,False,0.86,7.92,0.704,business,28.96,16.7
@sports_nova_1979,Quiet Arena,441,36,0,0,0,1.08,True,2.32,8.18,0.487,sports,41.09,29.1
@politics_quiet_1980,Peak Debate,252,58,0,0,0,2.35,False,1.47,23.35,0.031,politics,47,46.1
@education_prime_1981,Nova Lessons,393,128,3,1,1,0.48,True,4.97,32.68,0.041,education,57,55.6
@tech_alpha_1982,Open Tech,454,149,2,0,0,0.2,True,2.4,32.97,0.029,tech,47,46.2
@business_daily_1983,Prime Money,2306,684,19,0,5,1.48,False,4.79,29.67,0.05,business,55,53.3
@news_quiet_1984,Core News,4794,1867,38,11,8,2.46,True,3.09,38.96,0.02,news,80,79.1
@tech_daily_1985,Urban Dev,631,227,0,0,0,0.24,False,0.06,36.12,0.093,tech,28.2,26.6
@anime_prime_1986,Prime Otaku,1657,667,11,3,2,1.35,True,2.23,40.29,0.056,anime,70,67.7
@tech_alpha_1987,Quiet Code,3272,1017,17,0,3,2.47,False,3.03,31.11,0.093,tech,60,56.7
@education_open_1988,Insider Course,22289,936,2,0,0,0.44,True,0.45,4.2,0.491,education,26.1,18.4
@entertainment_insider_1989,Peak Memes,15107,5214,42,0,15,1.83,False,1.24,34.52,0.022,entertainment,60,59.2
@lifestyle_core_1990,Insider Living,5963,2826,1,0,0,0.18,False,0.05,47.4,0.053,lifestyle,28.0,27.1
@tech_daily_1991,Global Code,6595,2027,65,16,11,1.6,True,5.07,30.74,0.114,tech,87,81.0
@crypto_prime_1992,Urban DeFi,1594,777,28,9,6,3.05,True,5.84,48.78,0.031,crypto,75,73.6
@lifestyle_nova_1993,Peak Travel,955,321,11,1,3,0.29,True,5.35,33.62,0.069,lifestyle,62,59.4
@news_daily_1994,Urban News,915,314,10,0,2,0.14,False,5.99,34.42,0.0,news,47,47.0
@politics_bright_1995,Urban Forum,3561,1147,16,0,5,1.38,False,2.21,32.23,0.044,politics,60,58.4
@business_global_1996,Urban Money,916,342,9,3,1,0.16,True,3.96,37.34,0.103,business,52,48.8
@business_global_1997,Smart Capital,792,311,7,0,1,2.11,False,3.88,39.35,0.08,business,57,54.3
@news_vivid_1998,Bright News,12640,2765,14,0,3,1.63,False,0.97,21.88,0.097,news,50,47.1
@health_vivid_1999,Neon Care,13735,4754,63,12,11,1.56,True,1.97,34.61,0.042,health,80,78.0
@sports_vivid_2000,Neon Arena,2460,66,0,0,0,0.82,False,0.79,2.7,0.671,sports,26.35,15.7
@news_nova_2001,Quiet Report,1025,318,4,0,1,1.63,True,2.41,31.06,0.049,news,60,58.2
@news_insider_2002,Global Wire,838,356,7,2,1,1.55,True,3.07,42.56,0.057,news,67,64.7
@health_alpha_2003,Urban Health,309,91,3,0,1,0.76,True,5.4,29.76,0.133,health,52,47.9
@business_bright_2004,Smart Capital,15675,5618,133,26,50,1.48,True,3.76,35.85,0.082,business,85,80.8
@entertainment_insider_2005,Prime Laughs,1954,582,5,1,2,2.51,True,1.58,29.83,0.058,entertainment,60,57.9
@entertainment_prime_2006,Prime Laughs,3673,1728,34,10,8,0.23,True,3.4,47.07,0.018,entertainment,65,64.3
@politics_open_2007,Neon Forum,17882,3024,64,0,17,2.56,False,3.18,16.91,0.146,politics,55,50.2
@tech_vivid_2008,Prime AI,1227,357,5,0,1,0.16,False,2.54,29.16,0.033,tech,40,39.2
@entertainment_bright_2009,Smart Fun,23928,5786,144,0,41,2.63,False,4.32,24.18,0.096,entertainment,60,56.6
@movies_vivid_2010,Nova Screen,1438,686,15,5,3,1.41,True,3.72,47.72,0.004,movies,70,69.8
@business_quiet_2011,Core Money,7209,722,2,0,0,0.2,True,0.52,10.02,0.608,business,32,20.3
@business_quiet_2012,Urban Ventures,6011,1213,40,9,10,2.07,True,4.95,20.18,0.072,business,72,68.9
@news_core_2013,Insider Digest,8050,2851,95,0,31,4.42,False,4.58,35.43,0.031,news,57,56.0
@politics_core_2014,Insider Politics,3484,1132,19,6,5,1.52,True,2.77,32.5,0.0,politics,75,75.0
@sports_peak_2015,Nova Match,487,182,4,1,0,2.91,True,3.56,37.48,0.002,sports,67,66.9
@news_quiet_2016,Global News,42285,10574,286,0,94,2.05,False,3.76,25.01,0.054,news,60,58.1
@lifestyle_core_2017,Nova Living,57880,12502,333,0,69,0.45,False,3.63,21.6,0.003,lifestyle,52,51.9
@news_smart_2018,Nova News,5932,1488,30,7,10,2.63,True,3.26,25.09,0.058,news,72,69.5
@news_vivid_2019,Insider News,804,176,6,1,2,1.14,True,5.34,21.99,0.075,news,67,64.0
@gaming_open_2020,Prime Quest,7494,1272,29,5,6,0.31,True,3.47,16.98,0.032,gaming,52,51.0
@lifestyle_quiet_2021,Alpha Travel,133507,24928,579,192,94,1.24,True,3.18,18.67,0.077,lifestyle,80,76.3
@lifestyle_open_2022,Daily Home,4094,1300,38,7,10,3.0,True,4.43,31.78,0.09,lifestyle,75,71.0
@entertainment_core_2023,Daily Vibes,7033,1753,47,0,15,3.38,False,3.72,24.94,0.0,entertainment,52,52.0
@crypto_open_2024,Urban DeFi,4861,1736,42,0,8,28.7,False,3.99,35.73,0.022,crypto,45,44.4
@tech_peak_2025,Quiet Tech,4507,621,8,0,2,15.2,False,2.32,13.78,0.06,tech,35,33.7
@movies_global_2026,Smart Cinema,29561,3694,9,0,1,1.21,False,0.34,12.5,0.521,movies,41.8,28.7
@tech_quiet_2027,Nova AI,1615,774,21,6,5,4.59,True,4.37,47.95,0.082,tech,70,66.5
@entertainment_smart_2028,Nova Vibes,342,23,0,0,0,1.2,True,0.24,6.74,0.627,entertainment,25.17,15.7
@news_bright_2029,Open Report,20426,6355,160,0,28,0.2,False,3.52,31.11,0.003,news,55,54.9
@gaming_insider_2030,Neon Arena,796,329,6,2,1,2.33,True,3.21,41.44,0.031,gaming,67,65.7
@entertainment_urban_2031,Global Laughs,453,96,1,0,0,1.86,False,2.85,21.25,0.035,entertainment,52,50.9
@gaming_bright_2032,Neon Esports,2536,1062,6,0,2,1.7,False,0.99,41.92,0.068,gaming,50,48.0
@news_open_2033,Urban News,6986,2039,0,0,0,22.8,True,0.05,29.19,0.056,news,23.0,22.2
@crypto_daily_2034,Open DeFi,931,427,18,0,4,0.2,False,6.07,45.92,0.079,crypto,52,49.5
@entertainment_alpha_2035,Peak Memes,3077,865,1,0,0,4.41,False,0.19,28.14,0.02,entertainment,33.8,33.4
@gaming_peak_2036,Insider Arena,5628,2070,29,7,6,0.17,True,1.93,36.8,0.051,gaming,57,55.3
@lifestyle_peak_2037,Daily Home,799,293,5,0,1,0.65,False,3.15,36.68,0.043,lifestyle,52,50.7
@education_vivid_2038,Insider Lessons,1114,467,10,2,2,3.38,True,3.73,42.0,0.028,education,65,63.9
@health_bright_2039,Vivid Health,790,331,9,2,3,3.96,True,4.09,41.98,0.062,health,62,59.7
@entertainment_insider_2040,Bright Laughs,1432,477,19,0,4,2.12,False,6.38,33.35,0.093,entertainment,65,61.4
@sports_peak_2041,Quiet Match,11948,3596,16,0,6,1.64,False,0.8,30.1,0.0,sports,55,55.0
@business_insider_2042,Neon Money,2814,763,12,2,3,2.08,True,2.46,27.15,0.035,business,65,63.6
@tech_global_2043,Peak Dev,2215,684,4,0,1,29.5,False,1.06,30.88,0.065,tech,40,38.4
@crypto_quiet_2044,Bright Crypto,1318,394,5,0,2,3.05,False,2.29,29.93,0.025,crypto,50,49.2
@crypto_peak_2045,Daily DeFi,1715,53,0,0,0,0.2,True,1.32,3.12,0.435,crypto,26.56,19.6
@gaming_peak_2046,Nova Arena,3408,1108,26,4,6,1.26,True,4.03,32.54,0.073,gaming,70,66.9
